          country          |          date          | daily_vaccinations |                 vaccines
 Wales                     | 2020-12-21 00:00:00+03 |               2136 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-22 00:00:00+03 |               2074 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-23 00:00:00+03 |               2012 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-24 00:00:00+03 |               1950 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-25 00:00:00+03 |               1887 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-26 00:00:00+03 |               1825 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-27 00:00:00+03 |               1763 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-28 00:00:00+03 |               1796 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-29 00:00:00+03 |               1830 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-30 00:00:00+03 |               1863 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2020-12-31 00:00:00+03 |               1896 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-01 00:00:00+03 |               1929 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-02 00:00:00+03 |               1962 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-03 00:00:00+03 |               1995 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-04 00:00:00+03 |               2450 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-05 00:00:00+03 |               2904 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-06 00:00:00+03 |               3359 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-07 00:00:00+03 |               3814 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-08 00:00:00+03 |               4268 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-09 00:00:00+03 |               4723 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-10 00:00:00+03 |               5177 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-11 00:00:00+03 |               5183 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-12 00:00:00+03 |               5893 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-13 00:00:00+03 |               6812 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-14 00:00:00+03 |               7988 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-15 00:00:00+03 |               8460 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-16 00:00:00+03 |               8931 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-17 00:00:00+03 |               9403 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-18 00:00:00+03 |              10123 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-19 00:00:00+03 |              10672 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-20 00:00:00+03 |              11105 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-21 00:00:00+03 |              12318 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-22 00:00:00+03 |              15148 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-23 00:00:00+03 |              17371 | Oxford/AstraZeneca,Pfizer/BioNTech
 Wales                     | 2021-01-24 00:00:00+03 |              17063 | Oxford/AstraZeneca,Pfizer/BioNTech
